LNR,RESPONSE
1754,0.13716815599230306
1770,0.13649754993690075
1465,0.11522629512851493
1470,0.11587405805110583
1478,0.11879874639105266
1782,0.11590350468082777
1485,0.11907660066919115
1519,0.12393993089600944
1835,0.13527089997001426
1522,0.11816827726224283
1539,0.11548527608828005
1853,0.13700448000602403
1856,0.12262530775729247
2502,0.11695597492176532
2182,0.13886252310828845
2191,0.13116482496670268
2522,0.12638585413101516
2530,0.13722705389678105
2215,0.11520700822663134
2550,0.13686911337535154
2570,0.11891884260265267
2574,0.11558808974327889
2579,0.12038110248130744
2247,0.13932726458845704
2674,0.1159396824477878
11434,0.11891137893254139
11122,0.13628237608347818
11127,0.13831112950435379
11443,0.13693966485307854
11170,0.1266100293779417
11191,0.11663508420943053
11198,0.1373202365935639
10936,0.12634746042410108
11244,0.12261196284845528
11247,0.1356791971764824
11252,0.11948906527448175
11259,0.12634746042410108
10945,0.11605874981854161
10951,0.11502087457493053
11271,0.13586339740868383
10963,0.13894296676395068
11282,0.11632332917898808
11291,0.11559019726994889
10980,0.11798761024279188
10994,0.11498366089394635
10998,0.1266100293779417
11303,0.12337790960875075
11630,0.11499663922908669
11636,0.11544028236412414
11949,0.11992007681413472
11950,0.13545820157127678
11956,0.13754202476474234
11648,0.1266100293779417
11653,0.1302587764906226
11967,0.11475816829114174
11972,0.11611033533420827
11975,0.114622805984525
12110,0.11523291353129995
12113,0.1392799950923944
11712,0.11443926987221069
11716,0.12634746042410108
12000,0.1151306247294887
11722,0.13626536955144655
12023,0.1266100293779417
12046,0.11928642681027662
11762,0.12634746042410108
12071,0.11449374667621254
12077,0.11723522487763564
11785,0.13747626096699647
11788,0.1147523020081487
11790,0.11456720408925357
11800,0.13509618377655705
11806,0.11610139474668851
11816,0.11542942066571506
11505,0.11595318531085638
11837,0.11457665997542543
11531,0.13712991319869056
11848,0.11641797541048053
11854,0.11507762238794447
11877,0.12566903313549516
11563,0.11576136988871545
11567,0.11842929324377474
11894,0.118955668334542
11906,0.11899671233490956
11917,0.1266100293779417
11610,0.1266100293779417
11923,0.11735116530770473
12596,0.11644867338196578
12603,0.11511754800312883
12608,0.11736059310141772
12633,0.11827772721252908
12637,0.11907584980536758
21484,0.12634746042410108
21184,0.11887802073960314
21247,0.11990803313634191
20991,0.13735277898269566
21018,0.11876408337890763
21019,0.13620038084901764
21047,0.11595512884348622
21054,0.11484809471462942
21374,0.1253544151114886
21392,0.11574329510120528
21713,0.11473172995754513
22019,0.11848433840742838
22025,0.13692329804897707
21722,0.13592182420870996
21728,0.11566888818634306
22039,0.1266100293779417
22044,0.11578175253263653
61900,0.11715133559804575
62548,0.1357100112329737
63176,0.1163155199265157
64473,0.13644228518507873
64779,0.1391273411303014
64780,0.11604726021200673
64784,0.1156999831056922
65105,0.1266100293779417
65431,0.1366513012291905
65433,0.13871263904295195
66055,0.1176930331573815
66071,0.1266100293779417
61280,0.13630816525992484
61281,0.1355599132150221
61284,0.11497756887229718
61597,0.11608600348216241
61606,0.11655267845250453
62235,0.13919144285066462
62240,0.11490258851850484
62241,0.11764468200262211
62555,0.13634394027916602
62557,0.12637448341104818
62565,0.12054682772693295
62566,0.1375910249281541
63515,0.11525149970162302
63524,0.139440224544373
64797,0.11800049094494566
65116,0.12634746042410108
75249,0.11843214823349076
75253,0.1371605579499689
75575,0.12685222461612786
76212,0.11722664523990436
71422,0.12024415694811165
72059,0.13663801222508717
72060,0.11646969305494169
72383,0.11702396483456333
72386,0.11517973048274105
72700,0.11684688496563628
72715,0.11500434578623012
73028,0.11681673043943178
73346,0.11736918741182834
73658,0.11479868465182129
73662,0.1351640833208965
73666,0.1270071717492281
73668,0.1266981123464676
73985,0.13877498431036603
74299,0.11704258645376356
74310,0.13578034007568612
74312,0.13229921131800057
74619,0.1153255233561927
74620,0.11499030977159083
74627,0.11539791674277057
74938,0.11775977172201263
74952,0.11839841401012986
75911,0.11907413897567651
75913,0.11574772053181868
76221,0.11559665531931622
76227,0.11561797143512267
71448,0.11606969675693903
15887,0.11508347821660486
15498,0.1155471564751174
15504,0.13478531027251844
15507,0.11750159272521303
15521,0.1165504991739343
24403,0.11443715155108031
24100,0.1377348403159458
24436,0.11766232273749218
24440,0.11612148805102335
24442,0.12634746042410108
24148,0.11668428072734714
24149,0.11710117438612343
24155,0.1151776176015627
24458,0.11477185387068774
24169,0.13509113654686142
24477,0.13838809554360126
24479,0.11587186451267449
24486,0.11728642214852687
24190,0.13634890584446113
24515,0.13538553454356372
24214,0.13560517544556677
25183,0.1266100293779417
25207,0.116462363941141
24889,0.1315688199380101
24890,0.11984745489120753
25226,0.12676634176756385
25232,0.12636867030978394
25244,0.1163597422029881
25339,0.11531626920703218
25355,0.1367091412026624
24958,0.11773049958802696
25277,0.11657726211874923
25286,0.13373609795318286
24988,0.1266100293779417
25298,0.11922887686751378
25309,0.13695251641139122
25315,0.1152830402772059
25014,0.12685222461612786
25322,0.1151581118746547
25333,0.1372190429174941
25025,0.1273163696259866
24726,0.11830304133564784
24735,0.12634746042410108
25055,0.11578975030356169
25056,0.11677099786259366
24746,0.134769083619253
25061,0.11739462037189552
25067,0.11536141940180963
25074,0.11496481956156064
24773,0.11850314702770977
25080,0.12634746042410108
25086,0.13605214265455678
25088,0.11748898422665494
24777,0.11721825722081096
24796,0.11451730729737317
25104,0.11488123544782
24806,0.11509128198027838
25118,0.11688181119091365
24822,0.12685222461612786
82811,0.1377017565972925
83449,0.13944842937404295
83459,0.12634746042410108
83770,0.1266100293779417
84091,0.11539774239427886
84096,0.11690467656096121
84737,0.12545748517442892
85048,0.12634746042410108
85049,0.13656960811205407
85051,0.11863248307846211
85369,0.11698637629486341
85374,0.11595600137207182
85380,0.1348693166164546
82190,0.11437405743146041
82505,0.12688494908574957
82515,0.11603630661015579
82517,0.11925465547012902
82821,0.12707113064421277
83140,0.12674275264614215
788,0.11544729621177977
1102,0.11459256515513909
1109,0.11556158559564908
821,0.11505241339577102
829,0.12399752831025813
837,0.13731470166908236
845,0.1267480863419949
1163,0.13580672204872654
861,0.12634746042410108
899,0.11691415251570451
1207,0.13789721943084823
906,0.11633623068469845
1221,0.1370968034570759
1545,0.11714680517171537
1546,0.1361756033047864
1555,0.12163941744705353
1556,0.13365262471382036
1879,0.11498162087898794
1885,0.12996712997035537
