LNR,RESPONSE
1754,0.14764854332484628
1770,0.1466122100264228
1465,0.1253060602410968
1470,0.12594264616821876
1478,0.1289731103776731
1782,0.12587913100195536
1485,0.1291744542060966
1519,0.1334894979762422
1835,0.14555551439830544
1522,0.1282345280556098
1539,0.12561772060714024
1853,0.1473794644896602
1856,0.13237690575834266
2502,0.12697679567816003
2182,0.1494289435975444
2191,0.14134198901229847
2522,0.1361841407491157
2530,0.1477328545183863
2215,0.1252993473125317
2550,0.14708204868651917
2570,0.12926235806420774
2574,0.12582688102628495
2579,0.13055013575677357
2247,0.15003694884594532
2674,0.12609634724519758
11434,0.12917925071363068
11122,0.14653027679699446
11127,0.1488475387784052
11443,0.14739372568154074
11170,0.13694086078578
11191,0.12664319390061785
11198,0.1476053240800774
10936,0.13666985622209255
11244,0.13290592104943355
11247,0.1461334953284548
11252,0.12965689024574117
11259,0.13666985622209255
10945,0.12613486984335198
10951,0.12507602037378815
11271,0.1460557580176843
10963,0.14951793774907007
11282,0.12636159484679196
11291,0.12565820535739505
10980,0.12820632757652553
10994,0.1250757332644256
10998,0.13694086078578
11303,0.13318361891881397
11630,0.1250640379217636
11636,0.12546195675465652
11949,0.13033976126612942
11950,0.1456630810875358
11956,0.14804743228135053
11648,0.13694086078578
11653,0.14014523791883163
11967,0.1247926908923514
11972,0.12611312762288607
11975,0.12462390985456151
12110,0.12531498291940388
12113,0.1499001935243907
11712,0.12448611649686718
11716,0.13666985622209255
12000,0.12513003458467048
11722,0.14661606551438092
12023,0.13694086078578
12046,0.12946435575782375
11762,0.13666985622209255
12071,0.12457029464781028
12077,0.12735143298839888
11785,0.14802437036688398
11788,0.12481773977284416
11790,0.12460938269306253
11800,0.14501665761401428
11806,0.12621220666785338
11816,0.12558131813484627
11505,0.12602960927674423
11837,0.12451867434871695
11531,0.14754826237986254
11848,0.12653677748611877
11854,0.12512288525216533
11877,0.13592877246879656
11563,0.12584413837529188
11567,0.12847351334715032
11894,0.12909090175465493
11906,0.12909537285309788
11917,0.13694086078578
11610,0.13694086078578
11923,0.12746824337595022
12596,0.12661139354077583
12603,0.1252241315314392
12608,0.12740627011645234
12633,0.1284008880234349
12637,0.12914320431603601
21484,0.13666985622209255
21184,0.12901947518218912
21247,0.1301119319871359
20991,0.14782337427846826
21018,0.12904047756281234
21019,0.14636553735946603
21047,0.12610873120727306
21054,0.12488827390542401
21374,0.1357200182599816
21392,0.12576163838157678
21713,0.12484502683236927
22019,0.12870059703427675
22025,0.14725774027715213
21722,0.14610903476339213
21728,0.12572020078761703
22039,0.13694086078578
22044,0.1259365996622035
61900,0.12711180489311247
62548,0.14604830445737016
63176,0.12648307661337937
64473,0.14655426576762742
64779,0.14981505783350924
64780,0.12623724816138637
64784,0.12583707054561372
65105,0.13694086078578
65431,0.1471349367083332
65433,0.14925618784730613
66055,0.12794833463982683
66071,0.13694086078578
61280,0.1463758533718528
61281,0.14565256428103768
61284,0.1250876792382997
61597,0.12605767347799599
61606,0.12662672021753435
62235,0.14980677675759876
62240,0.12496612818391498
62241,0.12752186250889058
62555,0.14666040879442346
62557,0.13668636210261145
62565,0.13086569667967882
62566,0.14801047034602222
63515,0.1253478044662295
63524,0.15008049091948655
64797,0.12831697281644036
65116,0.13666985622209255
75249,0.128584308633161
75253,0.14755341644611888
75575,0.13723225250848667
76212,0.12732298871455172
71422,0.13092784632898205
72059,0.14696385962077269
72060,0.1266024321417119
72383,0.1271281283718812
72386,0.12517011130695224
72700,0.12684091820957297
72715,0.1250704223523816
73028,0.12714206006080928
73346,0.12736257079496194
73658,0.12490173772870779
73662,0.14524445738548597
73666,0.13743205324592445
73668,0.1370738820143143
73985,0.14926097481301087
74299,0.12720463100466273
74310,0.146249754371228
74312,0.14235754300762332
74619,0.12534236155413403
74620,0.12504871623990185
74627,0.12532703760777936
74938,0.12814648645607027
74952,0.12848955318015468
75911,0.12919280514747347
75913,0.12593527273671612
76221,0.12573063128706333
76227,0.12573317783860732
71448,0.1261707652100746
15887,0.12511880285641389
15498,0.12560180064518825
15504,0.14500299550572876
15507,0.12759480291742922
15521,0.1266293011590034
24403,0.1244965255989305
24100,0.14819082660306446
24436,0.12770417706771503
24440,0.12618792967602754
24442,0.13666985622209255
24148,0.12700479692991581
24149,0.1273175134611913
24155,0.12525495952409435
24458,0.12480793383081093
24169,0.14516573025752827
24477,0.14885699582732814
24479,0.1259643279870625
24486,0.12731219455214837
24190,0.14642055487943037
24515,0.1455523905317714
24214,0.14580107960758854
25183,0.13694086078578
25207,0.12644442328678895
24889,0.14152650816672557
24890,0.13007023879375837
25226,0.1371537003921536
25232,0.13667248115887676
25244,0.12663299897613325
25339,0.12536070005832728
25355,0.14706883781739924
24958,0.12800459590599156
25277,0.12667104546401858
25286,0.14416564447862548
24988,0.13694086078578
25298,0.12982315620893176
25309,0.14727333420241479
25315,0.1253422589845665
25014,0.13723225250848667
25322,0.12526430239717665
25333,0.14746742249213088
25025,0.13781614413452858
24726,0.12843988967217418
24735,0.13666985622209255
25055,0.12588346881826687
25056,0.12672725989949918
24746,0.14469666564451725
25061,0.1277422046954245
25067,0.12548514800911564
25074,0.125135725253246
24773,0.12871111310827396
25080,0.13666985622209255
25086,0.14615632628869984
25088,0.12757673977859713
24777,0.1274359158751886
24796,0.12452930802270121
25104,0.12490042583493553
24806,0.12512458199389656
25118,0.126909031926772
24822,0.13723225250848667
82811,0.14803470737514923
83449,0.1502239802117289
83459,0.13666985622209255
83770,0.13694086078578
84091,0.12541885738194322
84096,0.12698485907407037
84737,0.13507988979099292
85048,0.13666985622209255
85049,0.14689045485906055
85051,0.12858910877983942
85369,0.12719156875733476
85374,0.12613210874066907
85380,0.14525498009618945
82190,0.12442758933145841
82505,0.13727539060368932
