LNR,RESPONSE
1754,0.0992148059247603
1770,0.09781502582110906
1465,0.08115536374974637
1470,0.08192186174451452
1478,0.08409543162872722
1782,0.08150383362471482
1485,0.08515528378774016
1519,0.08598549814542615
1835,0.09533985144530945
1522,0.08438961504106861
1539,0.08228646951944259
1853,0.09803319299235697
1856,0.08491356044956094
2502,0.08228674688550293
2182,0.10026400869134512
2191,0.0926753243214954
2522,0.08729769395640642
2530,0.09895827069819867
2215,0.08134537586606876
2550,0.09721133111775096
2570,0.0847443864780268
2574,0.082431899937143
2579,0.08409712407227818
2247,0.10298583160470666
2674,0.08130031984143478
11434,0.08537415862817056
11122,0.09783930748615738
11127,0.09868925849576336
11443,0.09824551721146654
11170,0.0914266803138239
11191,0.08209447276711236
11198,0.09860146397297723
10936,0.08907231059235662
11244,0.08766450406955441
11247,0.09718763949257171
11252,0.08490325355908886
11259,0.08977562412844162
10945,0.08197826836651392
10951,0.08063277902819152
11271,0.09616565501462046
10963,0.10248139996315203
11282,0.0824124418716624
11291,0.0804807039979604
10980,0.08308311874044783
10994,0.08142617845137716
10998,0.0914266803138239
11303,0.08540670002633746
11630,0.08035730257095319
11636,0.08083257349162605
11949,0.08394691258700519
11950,0.09675740100253173
11956,0.09877052952199954
11648,0.0914266803138239
11653,0.09159506025397351
11967,0.08064886115042769
11972,0.08122055854440118
11975,0.08070437099760493
12110,0.08157387075764266
12113,0.10181155746211996
11712,0.08042208630223134
11716,0.08905378579319925
12000,0.08078818012605295
11722,0.0965521152256142
12023,0.0914266803138239
12046,0.08385017034626392
11762,0.08977562412844162
12071,0.08059120661986469
12077,0.08152021055878005
11785,0.09924131601599516
11788,0.08156305369010193
11790,0.08082146306811844
11800,0.09423703659985709
11806,0.08203165141897632
11816,0.0811867496126973
11505,0.08139617506868727
11837,0.08066901752891444
11531,0.09844231724932899
11848,0.08220040112552747
11854,0.08099544664609575
11877,0.08722159957067438
11563,0.08107733395176407
11567,0.08390508718076382
11894,0.08351524261306241
11906,0.08358846363521388
11917,0.0914266803138239
11610,0.0914266803138239
11923,0.08292556959836074
12596,0.08323559430606903
12603,0.08181607797237613
12608,0.08283914909779674
12633,0.08352956937147485
12637,0.08393798523968914
21484,0.08977562412844162
21184,0.08286114975008288
21247,0.08446152566639475
20991,0.09909410721966083
21018,0.08407115928212214
21019,0.09836325918880122
21047,0.08152849461305708
21054,0.08089791086194748
21374,0.08848838365847217
21392,0.08116228972892094
21713,0.08051312014267233
22019,0.08493002896260159
22025,0.09742349440084713
21722,0.09625404826146029
21728,0.08150709785794329
22039,0.0914266803138239
22044,0.08206440187827965
61900,0.08268846681332682
62548,0.0965636282371062
63176,0.08212021403803607
64473,0.09781030784455508
64779,0.10228875523144931
64780,0.08147120024183747
64784,0.08168651971741804
65105,0.0914266803138239
65431,0.09754586041429861
65433,0.1015548440154317
66055,0.08321277489654724
66071,0.0914266803138239
61280,0.094612657592371
61281,0.09437163613346512
61284,0.08182124050189953
61597,0.08181688168264602
61606,0.08106909450509218
62235,0.10107004948308014
62240,0.08096056114136213
62241,0.08331094404800982
62555,0.09707989967340748
62557,0.09048831755834309
62565,0.0845143540910766
62566,0.10006651969463659
63515,0.0807450643815324
63524,0.10066611200524392
64797,0.08303328486997394
65116,0.08905378579319925
75249,0.08461722860631397
75253,0.09830072121523228
75575,0.09300817216078133
76212,0.08247036604023135
71422,0.08862717566217343
72059,0.0968942352052462
72060,0.08241964193925697
72383,0.08264622932173
72386,0.08126856510632266
72700,0.08196891983321734
72715,0.08038537329090051
73028,0.08251072905204256
73346,0.08280324880230933
73658,0.08097769509019859
73662,0.09498127612728914
73666,0.09160193959101057
73668,0.09139277868408903
73985,0.10060357684049935
74299,0.08299541680336572
74310,0.09535060572265083
